Timestamp,In ,Out
2014-10-18T15:00:00+00:00,471722074.99,157148521.31
2014-10-18T15:42:00+00:00,476782066.94,157114293.24
2014-10-18T16:24:00+00:00,492265474.41,160689730.6
2014-10-18T17:06:00+00:00,472680853.18,162042230.9
2014-10-18T17:48:00+00:00,458731316.12,164073459.36
2014-10-18T18:30:00+00:00,472024410.26,154568155.47
2014-10-18T19:12:00+00:00,440921502.11,155711330.42
2014-10-18T19:54:00+00:00,453770490.39,150154042.82
2014-10-18T20:36:00+00:00,438861434.99,149119794.1
2014-10-18T21:18:00+00:00,455011343.34,145371686.62
2014-10-18T22:00:00+00:00,404545252.2,133845420.55
2014-10-18T22:42:00+00:00,373502482.63,123938148.06
2014-10-18T23:24:00+00:00,376573705.08,127783300.45
2014-10-19T00:06:00+00:00,355525201.18,124275423.86
2014-10-19T00:48:00+00:00,354638055.18,118209776.87
2014-10-19T01:30:00+00:00,351240648.19,112426726.28
2014-10-19T02:12:00+00:00,356460840.81,121653887.18
2014-10-19T02:54:00+00:00,363875702.98,114549154.59
2014-10-19T03:36:00+00:00,351476208.83,112365325.58
2014-10-19T04:18:00+00:00,363193017.84,115281998.31
2014-10-19T05:00:00+00:00,362621037.78,114640220.49
2014-10-19T05:42:00+00:00,370881847.54,115228259.93
2014-10-19T06:24:00+00:00,371422488.32,117788789.41
2014-10-19T07:06:00+00:00,381016846.8,128798866.68
2014-10-19T07:48:00+00:00,414686220.22,133689104.96
2014-10-19T08:30:00+00:00,381786768.12,132463401.15
2014-10-19T09:12:00+00:00,403940010.4,138145177.26
2014-10-19T09:54:00+00:00,395986917.24,137978691.11
2014-10-19T10:36:00+00:00,420385294.19,144783988.28
2014-10-19T11:18:00+00:00,419229126.97,147253680.35
2014-10-19T12:00:00+00:00,416257679.64,150453132.1
2014-10-19T12:42:00+00:00,438379516.84,159041625.8
2014-10-19T13:24:00+00:00,454524748.92,156749713.55
2014-10-19T14:06:00+00:00,445384140.17,158125566.76
2014-10-19T14:48:00+00:00,462199165.06,163436848.96
2014-10-19T15:30:00+00:00,483266453.49,162910559.97
2014-10-19T16:12:00+00:00,474476871.77,163757742.95
2014-10-19T16:54:00+00:00,482072989.12,164713442.42
2014-10-19T17:36:00+00:00,487088624.53,167573848.23
2014-10-19T18:18:00+00:00,480527437.5,163315704.37
2014-10-19T19:00:00+00:00,481908119.87,162541288.64
2014-10-19T19:42:00+00:00,461339783.85,161939493.9
2014-10-19T20:24:00+00:00,450531859.98,156077042.84
2014-10-19T21:06:00+00:00,442785974.57,145958577.2
2014-10-19T21:48:00+00:00,420024986.19,138675303.91
2014-10-19T22:30:00+00:00,359444552.9,129555403.82
2014-10-19T23:12:00+00:00,340033394.97,121922812.43
2014-10-19T23:54:00+00:00,346277956.35,120488289.56
2014-10-20T00:36:00+00:00,332946300.51,117074950.86
2014-10-20T01:18:00+00:00,333677833.42,114446137.29
2014-10-20T02:00:00+00:00,331181548.37,119857744.61
2014-10-20T02:42:00+00:00,350218027.1,131278741.17
2014-10-20T03:24:00+00:00,349980122.16,121381502.11
2014-10-20T04:06:00+00:00,349319496.53,120287808.95
2014-10-20T04:48:00+00:00,335962868.3,115988434.81
2014-10-20T05:30:00+00:00,345941908.77,120650173.19
2014-10-20T06:12:00+00:00,362471289.72,124321404.95
2014-10-20T06:54:00+00:00,399883649.69,138215216.6
2014-10-20T07:36:00+00:00,405652722.39,143686394.16
2014-10-20T08:18:00+00:00,382782503.89,139641390.29
2014-10-20T09:00:00+00:00,399105152.07,138496206.35
